#{"t_start": 1655252739.545968, "env_id": "CartPole-v1"}
r,l,t
500.0,500,257.963752
500.0,500,258.060652
500.0,500,258.158217
500.0,500,258.256693
500.0,500,258.35278
500.0,500,258.449836
500.0,500,258.566386
500.0,500,258.663321
500.0,500,258.76004
500.0,500,258.856993
500.0,500,258.954329
500.0,500,259.051889
500.0,500,259.168283
500.0,500,259.268527
500.0,500,259.36625
500.0,500,259.463202
500.0,500,259.559684
500.0,500,259.657087
500.0,500,259.774619
500.0,500,259.871997
500.0,500,259.968662
500.0,500,260.065042
500.0,500,260.161022
500.0,500,260.258638
500.0,500,260.933359
500.0,500,261.029644
500.0,500,261.127995
500.0,500,261.226427
500.0,500,261.32359
500.0,500,261.421088
500.0,500,261.538253
500.0,500,261.634509
500.0,500,261.732596
500.0,500,261.828002
500.0,500,261.923399
500.0,500,262.019923
500.0,500,262.133924
482.0,482,262.228923
500.0,500,262.326467
500.0,500,262.422861
500.0,500,262.519049
500.0,500,262.614792
500.0,500,262.729324
457.0,457,262.817322
500.0,500,262.914725
500.0,500,263.011647
500.0,500,263.110494
500.0,500,263.208767
500.0,500,263.888607
500.0,500,263.987651
407.0,407,264.066831
500.0,500,264.162025
448.0,448,264.249678
500.0,500,264.345333
500.0,500,264.461887
500.0,500,264.558918
500.0,500,264.65568
500.0,500,264.751881
380.0,380,264.824379
500.0,500,264.920416
500.0,500,265.036175
500.0,500,265.135934
500.0,500,265.234467
500.0,500,265.331509
500.0,500,265.427459
500.0,500,265.524368
500.0,500,265.638933
500.0,500,265.737148
500.0,500,265.83408
437.0,437,265.919544
500.0,500,266.01631
500.0,500,266.11239
500.0,500,266.789886
500.0,500,266.888287
500.0,500,266.986178
500.0,500,267.085821
500.0,500,267.186722
500.0,500,267.286544
500.0,500,267.401595
500.0,500,267.498145
500.0,500,267.59528
500.0,500,267.690167
500.0,500,267.786831
500.0,500,267.882547
500.0,500,267.998996
500.0,500,268.095655
500.0,500,268.19209
500.0,500,268.289183
500.0,500,268.384568
500.0,500,268.481028
500.0,500,268.595409
500.0,500,268.691394
500.0,500,268.788134
500.0,500,268.884102
500.0,500,268.982517
327.0,327,269.046881
500.0,500,269.165129
500.0,500,269.26404
500.0,500,269.36558
500.0,500,269.462373
500.0,500,269.558045
500.0,500,269.653398
500.0,500,270.314233
500.0,500,270.410765
500.0,500,270.50805
500.0,500,270.60509
500.0,500,270.702122
500.0,500,270.798535
500.0,500,270.914058
500.0,500,271.010252
500.0,500,271.109691
500.0,500,271.20874
500.0,500,271.305806
500.0,500,271.401124
500.0,500,271.519094
500.0,500,271.61659
500.0,500,271.722793
500.0,500,271.821985
500.0,500,271.918207
500.0,500,272.014696
500.0,500,272.129997
500.0,500,272.227712
316.0,316,272.28935
500.0,500,272.385734
500.0,500,272.485005
500.0,500,272.582891
500.0,500,273.250451
500.0,500,273.349397
500.0,500,273.448343
500.0,500,273.546405
500.0,500,273.645098
500.0,500,273.747674
500.0,500,273.86529
500.0,500,273.965114
500.0,500,274.067634
500.0,500,274.165216
500.0,500,274.265223
500.0,500,274.362062
500.0,500,274.478905
500.0,500,274.576246
500.0,500,274.674096
500.0,500,274.77191
500.0,500,274.867533
500.0,500,274.962919
500.0,500,275.079493
500.0,500,275.179275
500.0,500,275.279578
500.0,500,275.375832
500.0,500,275.473626
500.0,500,275.569608
500.0,500,276.23277
500.0,500,276.330012
500.0,500,276.427084
500.0,500,276.524284
500.0,500,276.621113
500.0,500,276.718662
500.0,500,276.840622
500.0,500,276.937987
500.0,500,277.036692
500.0,500,277.13696
500.0,500,277.23612
500.0,500,277.332018
500.0,500,277.4483
500.0,500,277.545736
500.0,500,277.642804
500.0,500,277.741484
500.0,500,277.837997
500.0,500,277.934588
500.0,500,278.050531
500.0,500,278.147785
500.0,500,278.246968
500.0,500,278.34309
500.0,500,278.439386
500.0,500,278.535575
500.0,500,279.220771
500.0,500,279.31824
500.0,500,279.416206
500.0,500,279.514579
500.0,500,279.611389
500.0,500,279.707383
500.0,500,279.82421
500.0,500,279.92162
500.0,500,280.019673
500.0,500,280.115325
500.0,500,280.213446
500.0,500,280.310522
500.0,500,280.425401
500.0,500,280.523754
500.0,500,280.620939
500.0,500,280.717653
500.0,500,280.814985
500.0,500,280.90974
500.0,500,281.026057
500.0,500,281.126476
500.0,500,281.226951
500.0,500,281.323268
500.0,500,281.419332
500.0,500,281.517162
500.0,500,282.194355
500.0,500,282.292428
500.0,500,282.389261
500.0,500,282.486585
500.0,500,282.582252
500.0,500,282.678354
500.0,500,282.794793
500.0,500,282.891672
500.0,500,282.989351
500.0,500,283.088849
500.0,500,283.18612
500.0,500,283.284613
500.0,500,283.399438
500.0,500,283.497474
500.0,500,283.59446
500.0,500,283.692695
500.0,500,283.793547
500.0,500,283.889648
500.0,500,284.008134
500.0,500,284.106526
500.0,500,284.204119
500.0,500,284.302485
500.0,500,284.399141
500.0,500,284.497233
500.0,500,285.176684
500.0,500,285.276069
500.0,500,285.373924
500.0,500,285.471818
500.0,500,285.568496
500.0,500,285.664808
500.0,500,285.799695
500.0,500,285.903175
500.0,500,286.001265
500.0,500,286.098621
500.0,500,286.196401
500.0,500,286.294727
500.0,500,286.409764
500.0,500,286.507492
500.0,500,286.60501
500.0,500,286.702066
500.0,500,286.798848
500.0,500,286.897572
500.0,500,287.014802
500.0,500,287.116987
500.0,500,287.218513
500.0,500,287.317189
500.0,500,287.41513
500.0,500,287.515835
500.0,500,288.194986
500.0,500,288.293277
500.0,500,288.389459
500.0,500,288.486699
500.0,500,288.583118
500.0,500,288.679979
500.0,500,288.795608
500.0,500,288.894267
500.0,500,288.994503
500.0,500,289.093588
500.0,500,289.191229
500.0,500,289.289363
500.0,500,289.404435
500.0,500,289.502996
496.0,496,289.599419
500.0,500,289.695564
500.0,500,289.793838
500.0,500,289.890954
500.0,500,290.007565
500.0,500,290.105474
500.0,500,290.202652
500.0,500,290.300077
500.0,500,290.395675
500.0,500,290.492624
500.0,500,291.160707
500.0,500,291.259745
500.0,500,291.356229
500.0,500,291.453209
500.0,500,291.54998
500.0,500,291.64602
500.0,500,291.762814
500.0,500,291.860633
500.0,500,291.959113
500.0,500,292.055531
500.0,500,292.150474
500.0,500,292.248479
500.0,500,292.364953
500.0,500,292.462663
500.0,500,292.560177
500.0,500,292.656769
500.0,500,292.753844
500.0,500,292.851396
500.0,500,292.966822
500.0,500,293.065463
500.0,500,293.169613
500.0,500,293.269166
500.0,500,293.365705
500.0,500,293.462837
500.0,500,294.125017
500.0,500,294.223588
500.0,500,294.321483
500.0,500,294.417727
500.0,500,294.514668
500.0,500,294.611727
500.0,500,294.728649
500.0,500,294.825878
500.0,500,294.922905
500.0,500,295.020174
500.0,500,295.119687
500.0,500,295.217951
500.0,500,295.334007
500.0,500,295.433572
500.0,500,295.531787
500.0,500,295.628608
500.0,500,295.727105
500.0,500,295.829495
500.0,500,295.948918
500.0,500,296.047444
500.0,500,296.144272
500.0,500,296.243888
500.0,500,296.340841
500.0,500,296.437992
500.0,500,297.117492
439.0,439,297.206618
500.0,500,297.30613
500.0,500,297.403644
500.0,500,297.501273
500.0,500,297.598347
500.0,500,297.715509
500.0,500,297.814366
500.0,500,297.911381
500.0,500,298.009141
500.0,500,298.106147
500.0,500,298.203591
500.0,500,298.320228
500.0,500,298.41767
500.0,500,298.516247
500.0,500,298.613455
500.0,500,298.710124
500.0,500,298.806161
500.0,500,298.926606
500.0,500,299.027338
500.0,500,299.127243
500.0,500,299.225636
500.0,500,299.322744
500.0,500,299.419411
500.0,500,300.08227
500.0,500,300.179479
500.0,500,300.277304
500.0,500,300.373519
500.0,500,300.470867
500.0,500,300.56843
500.0,500,300.685273
500.0,500,300.783734
500.0,500,300.880242
500.0,500,300.976763
500.0,500,301.074992
500.0,500,301.173905
500.0,500,301.291428
500.0,500,301.389564
500.0,500,301.49195
500.0,500,301.587392
500.0,500,301.683349
500.0,500,301.781593
500.0,500,301.896401
500.0,500,301.993822
500.0,500,302.091197
500.0,500,302.186902
500.0,500,302.285498
500.0,500,302.381345
500.0,500,302.497071
500.0,500,302.594143
500.0,500,302.694322
500.0,500,302.795281
500.0,500,302.895033
500.0,500,302.992487
500.0,500,303.6645
500.0,500,303.763309
500.0,500,303.860263
500.0,500,303.959969
500.0,500,304.057649
500.0,500,304.154752
500.0,500,304.27928
500.0,500,304.376829
500.0,500,304.474714
500.0,500,304.572216
500.0,500,304.669705
500.0,500,304.778526
500.0,500,304.894517
500.0,500,304.993847
500.0,500,305.094301
500.0,500,305.19317
500.0,500,305.291831
500.0,500,305.389204
500.0,500,305.508963
500.0,500,305.609058
500.0,500,305.708929
500.0,500,305.807844
500.0,500,305.906304
500.0,500,306.004817
500.0,500,306.665788
500.0,500,306.762963
500.0,500,306.85896
500.0,500,306.956141
500.0,500,307.053426
500.0,500,307.152142
500.0,500,307.275113
500.0,500,307.374228
500.0,500,307.472611
500.0,500,307.569384
500.0,500,307.666735
500.0,500,307.76438
500.0,500,307.880373
500.0,500,307.978985
500.0,500,308.07644
500.0,500,308.173402
500.0,500,308.272075
500.0,500,308.369901
500.0,500,308.484778
500.0,500,308.582475
500.0,500,308.680123
500.0,500,308.776076
500.0,500,308.873284
500.0,500,308.972131
500.0,500,309.656173
500.0,500,309.753975
500.0,500,309.850715
500.0,500,309.947933
500.0,500,310.046506
500.0,500,310.142959
500.0,500,310.260384
500.0,500,310.358153
500.0,500,310.456067
500.0,500,310.55173
500.0,500,310.647681
500.0,500,310.745386
500.0,500,310.860917
500.0,500,310.958654
500.0,500,311.057474
500.0,500,311.156336
500.0,500,311.255662
500.0,500,311.359498
500.0,500,311.480406
500.0,500,311.576792
500.0,500,311.674866
500.0,500,311.771592
500.0,500,311.868067
500.0,500,311.965196
500.0,500,312.647171
500.0,500,312.760286
500.0,500,312.857958
500.0,500,312.954158
500.0,500,313.051554
500.0,500,313.149927
500.0,500,313.269641
500.0,500,313.36678
500.0,500,313.46581
500.0,500,313.563441
500.0,500,313.660179
500.0,500,313.757236
500.0,500,313.871983
500.0,500,313.97303
500.0,500,314.077834
500.0,500,314.174819
500.0,500,314.273107
500.0,500,314.369581
500.0,500,314.484654
500.0,500,314.581849
500.0,500,314.67919
500.0,500,314.776891
500.0,500,314.873653
500.0,500,314.971123
500.0,500,315.65965
500.0,500,315.765758
500.0,500,315.873058
500.0,500,315.972103
500.0,500,316.070043
500.0,500,316.166913
500.0,500,316.285555
500.0,500,316.38383
500.0,500,316.481238
500.0,500,316.578058
500.0,500,316.675812
500.0,500,316.77264
500.0,500,316.887506
500.0,500,316.985477
500.0,500,317.084707
500.0,500,317.184297
500.0,500,317.283136
500.0,500,317.380071
500.0,500,317.496404
500.0,500,317.593119
500.0,500,317.690811
500.0,500,317.789032
500.0,500,317.886058
500.0,500,317.983293
500.0,500,318.66144
500.0,500,318.760291
500.0,500,318.858338
500.0,500,318.957855
500.0,500,319.055563
500.0,500,319.154117
500.0,500,319.274957
500.0,500,319.373672
500.0,500,319.476532
500.0,500,319.573616
500.0,500,319.670978
500.0,500,319.773131
500.0,500,319.890316
500.0,500,319.988201
500.0,500,320.085718
500.0,500,320.183033
500.0,500,320.281226
500.0,500,320.378009
500.0,500,320.495041
500.0,500,320.592513
500.0,500,320.689721
500.0,500,320.786827
500.0,500,320.882895
500.0,500,320.979693
500.0,500,321.667459
500.0,500,321.765367
500.0,500,321.862337
500.0,500,321.958629
500.0,500,322.056057
500.0,500,322.151595
500.0,500,322.269898
500.0,500,322.367326
500.0,500,322.466184
500.0,500,322.565568
500.0,500,322.680249
500.0,500,322.850188
500.0,500,323.020604
500.0,500,323.134379
500.0,500,323.247989
500.0,500,323.35808
500.0,500,323.470015
500.0,500,323.579075
500.0,500,323.711505
500.0,500,323.817647
500.0,500,323.928632
500.0,500,324.034066
500.0,500,324.136907
500.0,500,324.242825
500.0,500,325.008299
500.0,500,325.11248
500.0,500,325.22079
500.0,500,325.326341
500.0,500,325.430015
500.0,500,325.535259
500.0,500,325.658483
500.0,500,325.766494
500.0,500,325.868842
500.0,500,325.968998
500.0,500,326.068213
500.0,500,326.168304
500.0,500,326.294936
500.0,500,326.395
500.0,500,326.497176
500.0,500,326.595538
500.0,500,326.692928
500.0,500,326.792989
500.0,500,326.90872
500.0,500,327.009753
500.0,500,327.112656
500.0,500,327.214458
500.0,500,327.314898
500.0,500,327.414703
500.0,500,328.083726
500.0,500,328.182573
500.0,500,328.282512
500.0,500,328.379824
500.0,500,328.477595
500.0,500,328.574363
500.0,500,328.691795
500.0,500,328.789753
500.0,500,328.891746
500.0,500,328.993092
500.0,500,329.092645
500.0,500,329.19327
500.0,500,329.312553
500.0,500,329.410388
500.0,500,329.508938
500.0,500,329.606268
500.0,500,329.715236
500.0,500,329.815964
500.0,500,329.933339
500.0,500,330.032099
500.0,500,330.129888
500.0,500,330.229714
500.0,500,330.327908
500.0,500,330.424534
500.0,500,331.110377
500.0,500,331.210042
500.0,500,331.307586
500.0,500,331.405723
500.0,500,331.51065
500.0,500,331.611001
500.0,500,331.734064
500.0,500,331.833691
500.0,500,331.933199
500.0,500,332.031119
500.0,500,332.128306
500.0,500,332.228284
500.0,500,332.344948
500.0,500,332.443293
500.0,500,332.540777
500.0,500,332.637165
500.0,500,332.73765
500.0,500,332.834635
500.0,500,332.950827
500.0,500,333.049882
500.0,500,333.150728
500.0,500,333.251537
500.0,500,333.35051
500.0,500,333.449829
500.0,500,333.568533
500.0,500,333.668056
500.0,500,333.771712
500.0,500,333.871071
500.0,500,333.972053
500.0,500,334.069674
500.0,500,334.737216
500.0,500,334.835156
500.0,500,334.931772
500.0,500,335.03108
500.0,500,335.131266
500.0,500,335.231464
500.0,500,335.349934
500.0,500,335.44938
500.0,500,335.548261
500.0,500,335.643778
500.0,500,335.746162
500.0,500,335.848535
500.0,500,335.967189
500.0,500,336.065467
500.0,500,336.164007
500.0,500,336.263696
500.0,500,336.362742
500.0,500,336.460552
500.0,500,336.589583
500.0,500,336.694247
500.0,500,336.792831
500.0,500,336.891966
500.0,500,336.991291
500.0,500,337.090969
500.0,500,337.785568
500.0,500,337.882496
500.0,500,337.980378
500.0,500,338.078405
500.0,500,338.176616
500.0,500,338.277134
500.0,500,338.394176
500.0,500,338.493128
500.0,500,338.592566
500.0,500,338.690896
500.0,500,338.789536
500.0,500,338.886794
500.0,500,339.004329
500.0,500,339.103383
500.0,500,339.205071
500.0,500,339.304283
500.0,500,339.401713
500.0,500,339.501662
500.0,500,339.62229
500.0,500,339.722703
500.0,500,339.819905
500.0,500,339.917748
500.0,500,340.014615
500.0,500,340.112319
500.0,500,340.782842
500.0,500,340.881001
500.0,500,340.979057
500.0,500,341.080584
500.0,500,341.186534
500.0,500,341.291593
500.0,500,341.408775
500.0,500,341.509061
500.0,500,341.607303
500.0,500,341.705698
500.0,500,341.803956
500.0,500,341.901246
500.0,500,342.017622
500.0,500,342.115787
500.0,500,342.221035
500.0,500,342.320141
500.0,500,342.416896
500.0,500,342.515557
500.0,500,342.63161
500.0,500,342.73104
500.0,500,342.829056
500.0,500,342.926375
500.0,500,343.024703
500.0,500,343.125937
500.0,500,343.817625
500.0,500,343.915837
500.0,500,344.015821
500.0,500,344.114216
500.0,500,344.213578
500.0,500,344.312598
500.0,500,344.429949
500.0,500,344.529418
500.0,500,344.627283
500.0,500,344.725789
500.0,500,344.823039
500.0,500,344.919561
500.0,500,345.042183
500.0,500,345.146647
500.0,500,345.250608
500.0,500,345.347747
500.0,500,345.444782
500.0,500,345.544101
500.0,500,345.661058
500.0,500,345.767922
500.0,500,345.875142
500.0,500,345.973409
500.0,500,346.070622
500.0,500,346.168862
500.0,500,346.875077
500.0,500,346.973418
500.0,500,347.072155
500.0,500,347.171688
500.0,500,347.272091
500.0,500,347.369304
500.0,500,347.487688
500.0,500,347.585974
500.0,500,347.684827
500.0,500,347.783301
500.0,500,347.881274
500.0,500,347.98041
500.0,500,348.101946
500.0,500,348.202928
500.0,500,348.303543
500.0,500,348.402082
500.0,500,348.500757
500.0,500,348.598945
500.0,500,348.718176
500.0,500,348.817464
500.0,500,348.914849
500.0,500,349.014108
500.0,500,349.112844
500.0,500,349.214418
500.0,500,349.884636
500.0,500,349.982437
500.0,500,350.079708
500.0,500,350.177229
500.0,500,350.277228
500.0,500,350.375178
500.0,500,350.493097
500.0,500,350.591581
500.0,500,350.699881
500.0,500,350.805113
500.0,500,350.902349
500.0,500,350.999466
500.0,500,351.117661
500.0,500,351.22018
500.0,500,351.319066
500.0,500,351.415449
500.0,500,351.514392
500.0,500,351.612151
500.0,500,351.730979
500.0,500,351.829027
500.0,500,351.926731
500.0,500,352.025247
500.0,500,352.122334
500.0,500,352.226126
500.0,500,352.900023
500.0,500,352.998417
500.0,500,353.098755
500.0,500,353.198641
500.0,500,353.297671
500.0,500,353.393424
500.0,500,353.517685
500.0,500,353.615206
500.0,500,353.714547
500.0,500,353.811356
500.0,500,353.908703
500.0,500,354.007061
500.0,500,354.12321
500.0,500,354.226461
500.0,500,354.324369
500.0,500,354.421307
500.0,500,354.519504
500.0,500,354.616971
500.0,500,354.734639
500.0,500,354.832812
500.0,500,354.930644
500.0,500,355.028511
500.0,500,355.129188
500.0,500,355.228583
500.0,500,355.909706
500.0,500,356.010403
500.0,500,356.106805
500.0,500,356.20693
500.0,500,356.306281
500.0,500,356.403795
500.0,500,356.525813
500.0,500,356.623123
500.0,500,356.722293
500.0,500,356.820408
500.0,500,356.917124
500.0,500,357.015434
500.0,500,357.136733
500.0,500,357.239717
500.0,500,357.339644
500.0,500,357.435934
500.0,500,357.534664
500.0,500,357.632192
500.0,500,357.749926
500.0,500,357.848688
500.0,500,357.947294
500.0,500,358.046275
500.0,500,358.151949
500.0,500,358.25457
500.0,500,358.938526
500.0,500,359.037727
500.0,500,359.13735
500.0,500,359.23742
500.0,500,359.335523
500.0,500,359.432721
500.0,500,359.552171
500.0,500,359.650747
500.0,500,359.750928
500.0,500,359.848753
500.0,500,359.946365
500.0,500,360.044038
500.0,500,360.160238
500.0,500,360.261038
500.0,500,360.35919
500.0,500,360.457048
500.0,500,360.555324
500.0,500,360.652158
500.0,500,360.769936
500.0,500,360.867291
500.0,500,360.965494
500.0,500,361.063793
500.0,500,361.162013
500.0,500,361.262876
500.0,500,361.943242
500.0,500,362.04167
500.0,500,362.138267
500.0,500,362.238241
500.0,500,362.336388
500.0,500,362.433838
500.0,500,362.550575
500.0,500,362.649122
500.0,500,362.747794
500.0,500,362.845667
500.0,500,362.942516
500.0,500,363.039533
500.0,500,363.157749
500.0,500,363.258931
500.0,500,363.356776
500.0,500,363.454365
500.0,500,363.552652
500.0,500,363.650256
500.0,500,363.771185
500.0,500,363.869107
500.0,500,363.969425
500.0,500,364.066502
500.0,500,364.163389
500.0,500,364.264021
500.0,500,364.3809
500.0,500,364.479087
500.0,500,364.582079
500.0,500,364.680747
500.0,500,364.780672
500.0,500,364.879097
500.0,500,365.562917
500.0,500,365.66337
500.0,500,365.762539
500.0,500,365.860898
500.0,500,365.959536
500.0,500,366.058052
500.0,500,366.174695
500.0,500,366.275188
500.0,500,366.372791
500.0,500,366.470565
500.0,500,366.567095
500.0,500,366.662946
500.0,500,366.780673
500.0,500,366.877048
500.0,500,366.980795
500.0,500,367.080811
500.0,500,367.179279
500.0,500,367.278123
500.0,500,367.394084
500.0,500,367.491735
500.0,500,367.593903
500.0,500,367.691824
500.0,500,367.791189
500.0,500,367.889062
500.0,500,368.553735
500.0,500,368.6511
500.0,500,368.749968
500.0,500,368.847614
500.0,500,368.945544
500.0,500,369.044941
500.0,500,369.162804
500.0,500,369.263642
500.0,500,369.367549
500.0,500,369.464803
500.0,500,369.561669
500.0,500,369.658739
500.0,500,369.776441
500.0,500,369.877349
500.0,500,369.975308
500.0,500,370.072583
500.0,500,370.168925
500.0,500,370.268481
500.0,500,370.389948
500.0,500,370.489431
500.0,500,370.587794
500.0,500,370.684976
500.0,500,370.783309
500.0,500,370.884
500.0,500,371.578645
500.0,500,371.676317
500.0,500,371.776708
500.0,500,371.873457
500.0,500,371.970437
500.0,500,372.06825
500.0,500,372.195524
500.0,500,372.296194
500.0,500,372.393012
500.0,500,372.490461
500.0,500,372.586564
500.0,500,372.685221
106.0,106,372.712752
500.0,500,372.898961
500.0,500,372.997651
500.0,500,373.096273
500.0,500,373.195447
500.0,500,373.294426
500.0,500,373.410631
500.0,500,373.508135
500.0,500,373.605681
500.0,500,373.702363
500.0,500,373.79932
500.0,500,373.895464
38.0,38,373.90701
500.0,500,374.683323
500.0,500,374.7823
500.0,500,374.879532
500.0,500,374.976763
500.0,500,375.07549
500.0,500,375.195028
500.0,500,375.295511
500.0,500,375.393129
500.0,500,375.490784
500.0,500,375.588439
500.0,500,375.683991
500.0,500,375.817003
500.0,500,375.921123
500.0,500,376.019535
500.0,500,376.118295
500.0,500,376.220303
500.0,500,376.327324
500.0,500,376.446256
500.0,500,376.544188
500.0,500,376.642344
500.0,500,376.740151
500.0,500,376.837886
500.0,500,376.93512
500.0,500,377.621277
500.0,500,377.720094
500.0,500,377.818281
500.0,500,377.916231
500.0,500,378.01446
500.0,500,378.113734
500.0,500,378.235441
500.0,500,378.334737
500.0,500,378.432411
500.0,500,378.530085
500.0,500,378.627164
500.0,500,378.725651
500.0,500,378.840926
500.0,500,378.939867
500.0,500,379.03997
500.0,500,379.139371
500.0,500,379.240907
500.0,500,379.339078
500.0,500,379.456169
500.0,500,379.55438
500.0,500,379.652328
500.0,500,379.751048
500.0,500,379.848458
500.0,500,379.945479
500.0,500,380.62984
500.0,500,380.728055
500.0,500,380.82616
500.0,500,380.923497
500.0,500,381.021507
500.0,500,381.122505
500.0,500,381.242322
500.0,500,381.341104
500.0,500,381.43987
500.0,500,381.542731
500.0,500,381.641295
500.0,500,381.740875
500.0,500,381.856864
500.0,500,381.954031
500.0,500,382.05302
500.0,500,382.150567
500.0,500,382.251919
500.0,500,382.34892
500.0,500,382.465976
500.0,500,382.56379
500.0,500,382.665837
500.0,500,382.764531
500.0,500,382.861919
500.0,500,382.959808
500.0,500,383.637117
500.0,500,383.736525
500.0,500,383.832862
500.0,500,383.930295
500.0,500,384.028994
500.0,500,384.127312
500.0,500,384.247216
500.0,500,384.345548
500.0,500,384.443892
500.0,500,384.541726
500.0,500,384.638127
500.0,500,384.737726
500.0,500,384.854251
500.0,500,384.951429
500.0,500,385.050656
500.0,500,385.150496
500.0,500,385.25145
500.0,500,385.349732
500.0,500,385.470621
500.0,500,385.569461
500.0,500,385.667008
500.0,500,385.770373
500.0,500,385.8707
500.0,500,385.973032
500.0,500,386.656998
500.0,500,386.755784
500.0,500,386.853001
500.0,500,386.949662
500.0,500,387.0488
500.0,500,387.149732
500.0,500,387.272568
500.0,500,387.372505
500.0,500,387.474615
500.0,500,387.573159
500.0,500,387.671139
500.0,500,387.769366
500.0,500,387.885602
500.0,500,387.984783
500.0,500,388.087532
500.0,500,388.186381
500.0,500,388.286648
500.0,500,388.384271
500.0,500,388.501135
500.0,500,388.600089
500.0,500,388.70116
500.0,500,388.8004
500.0,500,388.898615
500.0,500,388.997943
500.0,500,389.670408
500.0,500,389.770796
500.0,500,389.875728
500.0,500,389.973728
500.0,500,390.069596
500.0,500,390.167287
500.0,500,390.289776
500.0,500,390.388772
500.0,500,390.487051
500.0,500,390.584907
500.0,500,390.680776
500.0,500,390.779467
500.0,500,390.900911
500.0,500,391.005305
500.0,500,391.109049
500.0,500,391.210193
500.0,500,391.310482
500.0,500,391.409037
500.0,500,391.526758
500.0,500,391.62764
500.0,500,391.726222
500.0,500,391.82454
500.0,500,391.921476
500.0,500,392.019735
500.0,500,392.685047
500.0,500,392.784419
500.0,500,392.882656
500.0,500,392.981714
500.0,500,393.080773
500.0,500,393.178327
500.0,500,393.300909
500.0,500,393.401606
500.0,500,393.505949
500.0,500,393.605328
500.0,500,393.704463
500.0,500,393.804725
500.0,500,393.923682
500.0,500,394.025695
500.0,500,394.123479
500.0,500,394.222766
500.0,500,394.322515
500.0,500,394.420722
500.0,500,394.537397
500.0,500,394.634998
500.0,500,394.734496
500.0,500,394.832528
500.0,500,394.928753
500.0,500,395.026472
500.0,500,395.713299
500.0,500,395.811609
500.0,500,395.909628
500.0,500,396.007909
500.0,500,396.104265
500.0,500,396.20421
500.0,500,396.326797
500.0,500,396.430216
500.0,500,396.528435
500.0,500,396.626126
500.0,500,396.723966
500.0,500,396.822506
500.0,500,396.93832
500.0,500,397.038754
500.0,500,397.138193
500.0,500,397.238417
500.0,500,397.335949
500.0,500,397.432256
500.0,500,397.549361
500.0,500,397.645504
500.0,500,397.746192
500.0,500,397.842125
500.0,500,397.941103
500.0,500,398.044168
500.0,500,398.16192
500.0,500,398.264511
500.0,500,398.36581
500.0,500,398.463998
500.0,500,398.561049
500.0,500,398.658615
500.0,500,399.337747
500.0,500,399.435821
500.0,500,399.533524
500.0,500,399.631629
500.0,500,399.730359
500.0,500,399.828292
500.0,500,399.943752
500.0,500,400.041875
500.0,500,400.140391
500.0,500,400.244216
500.0,500,400.342914
500.0,500,400.440362
500.0,500,400.559445
500.0,500,400.6579
500.0,500,400.757233
500.0,500,400.854773
500.0,500,400.952627
500.0,500,401.050927
500.0,500,401.173823
500.0,500,401.275239
500.0,500,401.373123
500.0,500,401.471533
500.0,500,401.569536
500.0,500,401.665874
500.0,500,402.337248
500.0,500,402.43491
500.0,500,402.532919
500.0,500,402.63055
500.0,500,402.728449
500.0,500,402.825493
500.0,500,402.942574
500.0,500,403.040706
500.0,500,403.138649
500.0,500,403.235698
500.0,500,403.335383
500.0,500,403.432365
500.0,500,403.548312
500.0,500,403.645913
500.0,500,403.755395
500.0,500,403.857597
500.0,500,403.958137
500.0,500,404.055986
500.0,500,404.170898
500.0,500,404.27168
500.0,500,404.370232
500.0,500,404.468172
500.0,500,404.567297
500.0,500,404.666021
500.0,500,405.328587
500.0,500,405.425287
500.0,500,405.52282
500.0,500,405.61977
500.0,500,405.719015
500.0,500,405.8345
500.0,500,405.959299
500.0,500,406.057724
500.0,500,406.160379
500.0,500,406.262762
500.0,500,406.362059
500.0,500,406.459998
500.0,500,406.575603
500.0,500,406.672885
500.0,500,406.773661
500.0,500,406.869913
500.0,500,406.967167
500.0,500,407.065347
500.0,500,407.182672
500.0,500,407.28213
500.0,500,407.379242
500.0,500,407.478103
500.0,500,407.57787
500.0,500,407.674253
500.0,500,408.345189
500.0,500,408.444417
500.0,500,408.542443
500.0,500,408.639098
500.0,500,408.737043
500.0,500,408.834942
500.0,500,408.95272
500.0,500,409.05101
500.0,500,409.158871
500.0,500,409.265297
500.0,500,409.366109
500.0,500,409.464255
500.0,500,409.580575
500.0,500,409.677772
500.0,500,409.77657
500.0,500,409.873696
500.0,500,409.970396
500.0,500,410.068305
500.0,500,410.183336
500.0,500,410.283566
500.0,500,410.38328
500.0,500,410.481829
500.0,500,410.579412
500.0,500,410.676778
500.0,500,411.338428
500.0,500,411.436174
500.0,500,411.533577
500.0,500,411.630775
500.0,500,411.72972
500.0,500,411.828574
500.0,500,411.950042
500.0,500,412.048107
500.0,500,412.14403
500.0,500,412.24512
500.0,500,412.346799
500.0,500,412.446119
500.0,500,412.563516
500.0,500,412.661619
500.0,500,412.761898
500.0,500,412.859604
500.0,500,412.957033
500.0,500,413.053354
500.0,500,413.169099
500.0,500,413.268322
500.0,500,413.373575
500.0,500,413.473092
500.0,500,413.56979
500.0,500,413.667462
500.0,500,414.350354
500.0,500,414.447745
500.0,500,414.54451
500.0,500,414.640352
500.0,500,414.739074
500.0,500,414.83798
500.0,500,414.954231
500.0,500,415.053182
500.0,500,415.151395
500.0,500,415.248182
500.0,500,415.347293
500.0,500,415.444143
500.0,500,415.559842
500.0,500,415.657979
500.0,500,415.756027
