#{"t_start": 1655252739.545968, "env_id": "CartPole-v1"}
r,l,t
500.0,500,102.004003
500.0,500,102.099479
500.0,500,102.786674
216.0,216,102.829727
500.0,500,102.927311
500.0,500,103.027556
207.0,207,103.068261
500.0,500,103.163896
500.0,500,103.282946
500.0,500,103.38085
500.0,500,103.478218
500.0,500,103.574323
199.0,199,103.611987
500.0,500,103.70827
500.0,500,103.823699
236.0,236,103.869761
500.0,500,103.969905
500.0,500,104.065996
500.0,500,104.16192
500.0,500,104.261046
500.0,500,104.375541
500.0,500,104.473342
212.0,212,104.514592
186.0,186,104.550283
500.0,500,104.646224
500.0,500,104.743401
500.0,500,105.417803
205.0,205,105.458533
500.0,500,105.55488
224.0,224,105.597182
202.0,202,105.63609
210.0,210,105.678502
500.0,500,105.820689
500.0,500,105.923171
234.0,234,105.969567
212.0,212,106.011024
228.0,228,106.055702
222.0,222,106.098417
500.0,500,106.214853
500.0,500,106.312586
222.0,222,106.355701
199.0,199,106.393767
205.0,205,106.433333
197.0,197,106.472195
500.0,500,106.592631
208.0,208,106.63256
215.0,215,106.674155
199.0,199,106.713381
204.0,204,106.752105
226.0,226,106.795911
500.0,500,107.470306
500.0,500,107.567766
500.0,500,107.668104
500.0,500,107.774875
500.0,500,107.873734
500.0,500,107.971779
500.0,500,108.087686
500.0,500,108.185508
500.0,500,108.284287
500.0,500,108.381462
500.0,500,108.478404
500.0,500,108.572728
500.0,500,108.68798
500.0,500,108.784205
500.0,500,108.880284
500.0,500,108.981484
500.0,500,109.079546
500.0,500,109.176215
500.0,500,109.293798
500.0,500,109.391214
500.0,500,109.493424
500.0,500,109.589534
500.0,500,109.686172
500.0,500,109.783637
500.0,500,110.447827
500.0,500,110.545076
500.0,500,110.640449
500.0,500,110.736726
500.0,500,110.832774
500.0,500,110.930225
500.0,500,111.047565
500.0,500,111.145056
500.0,500,111.245656
500.0,500,111.342718
500.0,500,111.439381
500.0,500,111.535884
500.0,500,111.651365
500.0,500,111.750267
500.0,500,111.846891
500.0,500,111.943724
500.0,500,112.039472
500.0,500,112.13522
500.0,500,112.252466
500.0,500,112.350552
500.0,500,112.452803
500.0,500,112.549323
500.0,500,112.644857
500.0,500,112.741269
500.0,500,112.856463
500.0,500,112.954407
500.0,500,113.053723
500.0,500,113.151091
500.0,500,113.248919
500.0,500,113.345718
500.0,500,114.024712
500.0,500,114.120766
500.0,500,114.217415
500.0,500,114.315537
500.0,500,114.411564
500.0,500,114.50842
500.0,500,114.623686
500.0,500,114.721353
500.0,500,114.817204
500.0,500,114.91296
500.0,500,115.011694
500.0,500,115.10934
500.0,500,115.225205
500.0,500,115.323974
500.0,500,115.423964
500.0,500,115.522507
500.0,500,115.618235
500.0,500,115.71436
500.0,500,115.829688
500.0,500,115.926583
500.0,500,116.023813
500.0,500,116.122014
500.0,500,116.221783
500.0,500,116.319992
500.0,500,116.98139
500.0,500,117.079542
500.0,500,117.181966
500.0,500,117.28671
500.0,500,117.384357
500.0,500,117.48022
500.0,500,117.595587
500.0,500,117.692222
500.0,500,117.790801
500.0,500,117.887511
500.0,500,117.984571
500.0,500,118.079828
500.0,500,118.196249
500.0,500,118.294857
500.0,500,118.391442
500.0,500,118.487563
500.0,500,118.582571
500.0,500,118.679683
500.0,500,118.800353
500.0,500,118.897342
500.0,500,118.998779
500.0,500,119.096485
500.0,500,119.192697
500.0,500,119.291158
500.0,500,119.950519
500.0,500,120.047921
500.0,500,120.144145
500.0,500,120.242458
500.0,500,120.339391
500.0,500,120.435426
500.0,500,120.552404
500.0,500,120.648747
500.0,500,120.74626
500.0,500,120.841771
500.0,500,120.937756
500.0,500,121.037142
500.0,500,121.153422
500.0,500,121.252868
500.0,500,121.355561
500.0,500,121.45391
500.0,500,121.551015
500.0,500,121.646787
500.0,500,121.762002
312.0,312,121.822819
500.0,500,121.920552
500.0,500,122.018088
500.0,500,122.114235
500.0,500,122.211374
348.0,348,122.835442
232.0,232,122.913022
217.0,217,122.9561
209.0,209,122.99821
216.0,216,123.041834
203.0,203,123.081471
233.0,233,123.14292
196.0,196,123.18718
205.0,205,123.24548
203.0,203,123.284685
206.0,206,123.325225
211.0,211,123.365993
200.0,200,123.406252
233.0,233,123.465468
232.0,232,123.517945
230.0,230,123.569441
209.0,209,123.610235
212.0,212,123.653223
215.0,215,123.700802
199.0,199,123.740128
212.0,212,123.791659
282.0,282,123.855843
209.0,209,123.899177
208.0,208,123.941732
207.0,207,123.983074
223.0,223,124.026409
210.0,210,124.066437
233.0,233,124.691155
500.0,500,124.857267
500.0,500,124.955519
500.0,500,125.053353
500.0,500,125.150183
500.0,500,125.250705
500.0,500,125.366546
500.0,500,125.465336
500.0,500,125.5637
500.0,500,125.660378
500.0,500,125.756583
500.0,500,125.85225
500.0,500,125.972255
500.0,500,126.069563
500.0,500,126.172457
500.0,500,126.270592
500.0,500,126.366081
500.0,500,126.463537
500.0,500,126.578345
500.0,500,126.672968
500.0,500,126.770811
500.0,500,126.866959
500.0,500,126.964681
500.0,500,127.063173
14.0,14,127.06852
500.0,500,127.825076
500.0,500,127.921845
500.0,500,128.019359
500.0,500,128.115069
500.0,500,128.211821
500.0,500,128.328906
500.0,500,128.425787
500.0,500,128.522654
500.0,500,128.618698
500.0,500,128.714195
500.0,500,128.809263
500.0,500,128.925291
500.0,500,129.026889
500.0,500,129.127485
500.0,500,129.225439
500.0,500,129.322318
500.0,500,129.41919
500.0,500,129.53466
500.0,500,129.631348
500.0,500,129.729016
500.0,500,129.825065
500.0,500,129.920735
500.0,500,130.018643
500.0,500,130.680267
283.0,283,130.734927
500.0,500,130.830576
500.0,500,130.92717
317.0,317,130.990264
500.0,500,131.088746
500.0,500,131.205988
337.0,337,131.272971
300.0,300,131.335302
306.0,306,131.396166
500.0,500,131.496067
500.0,500,131.59276
500.0,500,131.709197
500.0,500,131.806997
500.0,500,131.903697
500.0,500,132.003571
500.0,500,132.102106
500.0,500,132.199697
500.0,500,132.316909
500.0,500,132.414439
500.0,500,132.513738
500.0,500,132.611345
500.0,500,132.708642
500.0,500,132.804871
500.0,500,133.469986
500.0,500,133.565807
500.0,500,133.661473
500.0,500,133.760249
500.0,500,133.855538
500.0,500,133.954144
500.0,500,134.075253
500.0,500,134.17263
500.0,500,134.271326
500.0,500,134.368118
500.0,500,134.465614
500.0,500,134.563543
500.0,500,134.678206
500.0,500,134.776408
500.0,500,134.8738
500.0,500,134.97286
500.0,500,135.071439
500.0,500,135.167901
500.0,500,135.292135
500.0,500,135.391676
500.0,500,135.488831
500.0,500,135.58546
500.0,500,135.685758
500.0,500,135.803041
500.0,500,136.509884
500.0,500,136.606214
500.0,500,136.702996
500.0,500,136.799134
500.0,500,136.894611
500.0,500,136.993616
500.0,500,137.110736
500.0,500,137.208789
500.0,500,137.306671
500.0,500,137.402237
500.0,500,137.498845
500.0,500,137.596049
500.0,500,137.712353
500.0,500,137.808584
500.0,500,137.905896
500.0,500,138.008876
426.0,426,138.090808
500.0,500,138.187888
500.0,500,138.303898
500.0,500,138.400675
500.0,500,138.49805
500.0,500,138.595016
500.0,500,138.71036
500.0,500,138.820598
500.0,500,139.509003
500.0,500,139.60601
500.0,500,139.701821
500.0,500,139.799083
500.0,500,139.89508
500.0,500,139.992098
500.0,500,140.108944
500.0,500,140.208071
500.0,500,140.320844
500.0,500,140.418085
500.0,500,140.516302
500.0,500,140.612032
500.0,500,140.72685
500.0,500,140.823576
500.0,500,140.920448
500.0,500,141.018698
500.0,500,141.11586
500.0,500,141.214818
500.0,500,141.332775
500.0,500,141.431677
500.0,500,141.530037
500.0,500,141.627321
500.0,500,141.72602
500.0,500,141.822538
500.0,500,142.496357
500.0,500,142.592691
500.0,500,142.689181
500.0,500,142.785985
500.0,500,142.881748
500.0,500,142.980007
500.0,500,143.099344
500.0,500,143.197553
500.0,500,143.297263
500.0,500,143.392758
500.0,500,143.490397
500.0,500,143.586463
500.0,500,143.701183
500.0,500,143.797843
500.0,500,143.894566
500.0,500,143.993532
500.0,500,144.089137
500.0,500,144.186379
500.0,500,144.303731
500.0,500,144.401206
500.0,500,144.504397
500.0,500,144.60167
500.0,500,144.697912
500.0,500,144.797743
500.0,500,144.915658
500.0,500,145.016147
500.0,500,145.113878
500.0,500,145.211376
500.0,500,145.309407
500.0,500,145.405241
500.0,500,146.064264
500.0,500,146.161548
500.0,500,146.261694
500.0,500,146.35932
500.0,500,146.45763
500.0,500,146.556548
500.0,500,146.671905
500.0,500,146.769965
500.0,500,146.874551
500.0,500,146.979227
500.0,500,147.078261
500.0,500,147.174737
500.0,500,147.292497
500.0,500,147.389611
500.0,500,147.488
500.0,500,147.584547
500.0,500,147.681359
500.0,500,147.779016
500.0,500,147.893535
500.0,500,147.990986
500.0,500,148.087963
500.0,500,148.188133
500.0,500,148.28729
500.0,500,148.383803
500.0,500,149.052367
500.0,500,149.149578
500.0,500,149.248444
500.0,500,149.346289
500.0,500,149.442217
500.0,500,149.539016
500.0,500,149.661673
500.0,500,149.761272
500.0,500,149.857766
500.0,500,149.954762
500.0,500,150.056685
500.0,500,150.152632
500.0,500,150.270675
500.0,500,150.36777
500.0,500,150.466124
500.0,500,150.562433
500.0,500,150.659709
500.0,500,150.755753
500.0,500,150.869942
500.0,500,150.967742
500.0,500,151.067802
500.0,500,151.163858
500.0,500,151.263176
500.0,500,151.360503
500.0,500,152.034116
500.0,500,152.12971
500.0,500,152.232201
500.0,500,152.335179
500.0,500,152.437636
500.0,500,152.535922
500.0,500,152.651696
500.0,500,152.749586
500.0,500,152.846359
500.0,500,152.943407
500.0,500,153.042952
500.0,500,153.140291
500.0,500,153.258681
500.0,500,153.366041
500.0,500,153.466188
500.0,500,153.566266
500.0,500,153.663986
500.0,500,153.762489
500.0,500,153.879111
500.0,500,153.977591
500.0,500,154.075703
500.0,500,154.171748
500.0,500,154.270534
500.0,500,154.366989
500.0,500,155.043596
500.0,500,155.141286
500.0,500,155.23983
500.0,500,155.336634
500.0,500,155.433801
500.0,500,155.530633
500.0,500,155.689062
500.0,500,155.788607
500.0,500,155.891915
500.0,500,155.990079
500.0,500,156.088181
500.0,500,156.186274
500.0,500,156.30383
500.0,500,156.400388
500.0,500,156.498651
500.0,500,156.59466
500.0,500,156.691234
500.0,500,156.787384
500.0,500,156.902816
500.0,500,157.002761
500.0,500,157.101085
500.0,500,157.198502
500.0,500,157.296235
500.0,500,157.393268
500.0,500,158.066929
500.0,500,158.164641
500.0,500,158.262971
500.0,500,158.360795
500.0,500,158.45836
500.0,500,158.555892
500.0,500,158.671684
500.0,500,158.769332
500.0,500,158.865831
500.0,500,158.965797
500.0,500,159.066223
500.0,500,159.161942
500.0,500,159.280406
500.0,500,159.378501
500.0,500,159.47703
500.0,500,159.572439
500.0,500,159.668595
500.0,500,159.765467
500.0,500,159.879914
500.0,500,159.976953
500.0,500,160.081471
500.0,500,160.180276
500.0,500,160.277504
500.0,500,160.374667
500.0,500,161.041092
500.0,500,161.137314
500.0,500,161.235026
500.0,500,161.332114
500.0,500,161.427804
500.0,500,161.525833
500.0,500,161.641783
500.0,500,161.741905
500.0,500,161.846676
500.0,500,161.948195
500.0,500,162.054447
500.0,500,162.15096
500.0,500,162.268075
500.0,500,162.364935
500.0,500,162.460534
500.0,500,162.556612
500.0,500,162.65175
500.0,500,162.748678
500.0,500,162.868033
500.0,500,162.966365
500.0,500,163.066649
500.0,500,163.163179
500.0,500,163.26243
500.0,500,163.359236
500.0,500,164.018788
500.0,500,164.115515
500.0,500,164.213873
500.0,500,164.310614
500.0,500,164.406732
500.0,500,164.504065
500.0,500,164.620719
500.0,500,164.719232
500.0,500,164.815949
500.0,500,164.913372
500.0,500,165.012392
500.0,500,165.109019
500.0,500,165.224537
500.0,500,165.324365
500.0,500,165.42789
500.0,500,165.525327
500.0,500,165.620652
500.0,500,165.724526
500.0,500,165.874505
500.0,500,165.974198
500.0,500,166.072793
500.0,500,166.170056
500.0,500,166.268479
500.0,500,166.365489
500.0,500,167.03409
500.0,500,167.132197
500.0,500,167.230048
500.0,500,167.328364
500.0,500,167.425277
500.0,500,167.522845
500.0,500,167.639586
500.0,500,167.737704
500.0,500,167.835326
500.0,500,167.933383
500.0,500,168.032637
500.0,500,168.129083
500.0,500,168.249914
500.0,500,168.347531
500.0,500,168.453603
500.0,500,168.55275
500.0,500,168.649742
500.0,500,168.746716
500.0,500,168.862344
500.0,500,168.963353
500.0,500,169.062254
500.0,500,169.159895
500.0,500,169.258315
500.0,500,169.354548
500.0,500,170.014779
500.0,500,170.113072
500.0,500,170.210807
500.0,500,170.307994
500.0,500,170.40587
500.0,500,170.503772
500.0,500,170.618246
500.0,500,170.714311
500.0,500,170.817097
500.0,500,170.913799
500.0,500,171.013405
500.0,500,171.112156
500.0,500,171.228602
500.0,500,171.329967
500.0,500,171.427934
500.0,500,171.526181
500.0,500,171.623021
500.0,500,171.71936
500.0,500,171.834757
500.0,500,171.931388
500.0,500,172.030342
500.0,500,172.127903
500.0,500,172.226548
500.0,500,172.322689
500.0,500,172.999388
500.0,500,173.097751
500.0,500,173.19611
500.0,500,173.29704
500.0,500,173.394399
500.0,500,173.491725
500.0,500,173.606906
500.0,500,173.704625
500.0,500,173.801427
500.0,500,173.897563
500.0,500,173.995354
500.0,500,174.096415
500.0,500,174.212307
500.0,500,174.309849
500.0,500,174.407106
500.0,500,174.504631
500.0,500,174.602509
500.0,500,174.700446
500.0,500,174.815643
500.0,500,174.911731
500.0,500,175.012099
500.0,500,175.110637
500.0,500,175.209331
500.0,500,175.308814
500.0,500,175.423859
500.0,500,175.522496
500.0,500,175.625306
500.0,500,175.723977
500.0,500,175.822179
500.0,500,175.919828
500.0,500,176.599681
500.0,500,176.697995
500.0,500,176.796373
500.0,500,176.893666
500.0,500,176.993197
500.0,500,177.093244
500.0,500,177.210457
500.0,500,177.309327
500.0,500,177.406586
500.0,500,177.502527
500.0,500,177.599117
500.0,500,177.694649
500.0,500,177.809842
500.0,500,177.906893
500.0,500,178.011697
500.0,500,178.108901
500.0,500,178.206066
500.0,500,178.303439
500.0,500,178.419007
500.0,500,178.517042
500.0,500,178.614613
500.0,500,178.712516
500.0,500,178.80948
500.0,500,178.905612
500.0,500,179.574525
500.0,500,179.673032
500.0,500,179.772721
500.0,500,179.870703
500.0,500,179.970214
500.0,500,180.068538
500.0,500,180.185927
500.0,500,180.284176
500.0,500,180.381679
500.0,500,180.478721
500.0,500,180.575985
500.0,500,180.672804
500.0,500,180.78825
500.0,500,180.885329
500.0,500,180.989708
500.0,500,181.089184
500.0,500,181.186267
500.0,500,181.283688
500.0,500,181.398637
500.0,500,181.496849
500.0,500,181.593482
500.0,500,181.690866
500.0,500,181.787597
500.0,500,181.883198
500.0,500,182.542856
500.0,500,182.638468
500.0,500,182.735969
500.0,500,182.832603
500.0,500,182.928898
500.0,500,183.030293
500.0,500,183.148982
500.0,500,183.249034
500.0,500,183.352248
500.0,500,183.451631
500.0,500,183.548586
500.0,500,183.646874
500.0,500,183.763256
500.0,500,183.859665
500.0,500,183.965329
500.0,500,184.061512
500.0,500,184.158298
500.0,500,184.258284
500.0,500,184.374609
500.0,500,184.473644
500.0,500,184.570257
500.0,500,184.666041
500.0,500,184.762608
500.0,500,184.857989
500.0,500,185.535212
500.0,500,185.634556
500.0,500,185.733222
500.0,500,185.83069
500.0,500,185.927242
500.0,500,186.02474
500.0,500,186.149616
500.0,500,186.252091
500.0,500,186.354263
500.0,500,186.45371
500.0,500,186.554747
500.0,500,186.651617
500.0,500,186.7687
500.0,500,186.865035
500.0,500,186.962763
500.0,500,187.061519
500.0,500,187.158098
500.0,500,187.256873
500.0,500,187.37187
500.0,500,187.484507
500.0,500,187.581144
500.0,500,187.677547
500.0,500,187.773911
500.0,500,187.870011
500.0,500,188.556665
500.0,500,188.65224
500.0,500,188.749212
500.0,500,188.845717
500.0,500,188.944865
500.0,500,189.044805
500.0,500,189.160894
500.0,500,189.260114
500.0,500,189.357206
500.0,500,189.460642
500.0,500,189.557494
500.0,500,189.654375
500.0,500,189.76976
500.0,500,189.866336
500.0,500,189.965229
500.0,500,190.062127
500.0,500,190.159164
500.0,500,190.258266
500.0,500,190.373709
500.0,500,190.472523
500.0,500,190.570506
500.0,500,190.666005
500.0,500,190.762459
500.0,500,190.858311
500.0,500,191.552392
500.0,500,191.648388
500.0,500,191.744793
500.0,500,191.841234
500.0,500,191.937819
500.0,500,192.035412
500.0,500,192.151736
500.0,500,192.25097
500.0,500,192.348722
500.0,500,192.446361
500.0,500,192.54327
500.0,500,192.639124
500.0,500,192.754027
500.0,500,192.851798
500.0,500,192.949643
500.0,500,193.048145
500.0,500,193.146228
500.0,500,193.245072
500.0,500,193.359439
500.0,500,193.456916
500.0,500,193.554952
500.0,500,193.651
500.0,500,193.746858
500.0,500,193.843256
500.0,500,194.525926
500.0,500,194.622602
500.0,500,194.719666
500.0,500,194.815617
500.0,500,194.911966
500.0,500,195.011774
500.0,500,195.12878
500.0,500,195.227591
500.0,500,195.326467
500.0,500,195.422817
500.0,500,195.519858
500.0,500,195.616799
500.0,500,195.742551
500.0,500,195.851626
500.0,500,195.949736
500.0,500,196.047371
500.0,500,196.145073
500.0,500,196.242773
500.0,500,196.357406
500.0,500,196.4558
500.0,500,196.557857
500.0,500,196.653761
500.0,500,196.749592
500.0,500,196.846058
500.0,500,197.513166
500.0,500,197.609766
500.0,500,197.706868
500.0,500,197.803501
500.0,500,197.898667
500.0,500,197.995185
500.0,500,198.111287
500.0,500,198.210215
500.0,500,198.308376
500.0,500,198.40523
500.0,500,198.502783
500.0,500,198.598489
500.0,500,198.713535
500.0,500,198.811312
500.0,500,198.907947
500.0,500,199.009176
500.0,500,199.107345
500.0,500,199.204443
500.0,500,199.325122
500.0,500,199.422458
500.0,500,199.520229
500.0,500,199.616522
500.0,500,199.716227
500.0,500,199.815551
500.0,500,200.491869
500.0,500,200.590268
500.0,500,200.687637
500.0,500,200.785537
500.0,500,200.882395
500.0,500,200.979908
500.0,500,201.097774
500.0,500,201.195032
500.0,500,201.297283
500.0,500,201.395454
500.0,500,201.492597
500.0,500,201.590513
500.0,500,201.706231
500.0,500,201.80359
500.0,500,201.904875
500.0,500,202.002178
500.0,500,202.09874
500.0,500,202.201027
500.0,500,202.316477
500.0,500,202.412998
500.0,500,202.51157
500.0,500,202.607772
500.0,500,202.704477
500.0,500,202.800761
500.0,500,203.469801
500.0,500,203.566662
500.0,500,203.662492
500.0,500,203.759935
500.0,500,203.856141
500.0,500,203.954737
500.0,500,204.072694
500.0,500,204.170462
500.0,500,204.274999
500.0,500,204.372059
500.0,500,204.469839
500.0,500,204.567237
500.0,500,204.681066
500.0,500,204.778754
500.0,500,204.87529
500.0,500,204.973215
500.0,500,205.069855
500.0,500,205.166273
500.0,500,205.283315
500.0,500,205.381648
500.0,500,205.479764
500.0,500,205.575641
500.0,500,205.670918
500.0,500,205.768417
500.0,500,205.882201
500.0,500,205.980337
500.0,500,206.076643
500.0,500,206.173877
500.0,500,206.274194
500.0,500,206.371535
500.0,500,207.059896
500.0,500,207.158069
500.0,500,207.255828
500.0,500,207.352582
500.0,500,207.449295
500.0,500,207.545815
500.0,500,207.66294
500.0,500,207.760599
500.0,500,207.857479
500.0,500,207.954636
500.0,500,208.050962
500.0,500,208.148341
500.0,500,208.264972
500.0,500,208.361536
500.0,500,208.458623
500.0,500,208.553784
500.0,500,208.649207
500.0,500,208.745828
500.0,500,208.860791
500.0,500,208.961985
500.0,500,209.060606
500.0,500,209.156232
500.0,500,209.254965
500.0,500,209.351395
500.0,500,210.007422
500.0,500,210.103329
500.0,500,210.200964
500.0,500,210.298645
500.0,500,210.394708
500.0,500,210.492513
500.0,500,210.615312
500.0,500,210.714144
500.0,500,210.810579
500.0,500,210.905077
500.0,500,211.004106
