#{"t_start": 1652784050.3622558, "env_id": null}
r,l,t
39.0,39,1.337286
71.0,71,3.278354
74.0,74,5.203616
67.0,67,6.979481
36.0,36,8.055045
35.0,35,9.186575
60.0,60,10.824868
72.0,72,12.649864
46.0,46,13.981384
58.0,58,15.479376
