#{"t_start": 1652784617.659956, "env_id": null}
r,l,t
64.0,64,5672.949552
32.0,32,5674.02372
34.0,34,5675.153464
17.0,17,5675.832399
33.0,33,5676.933368
66.0,66,5678.86174
51.0,51,5680.562762
56.0,56,5682.295023
31.0,31,5683.297317
24.0,24,5684.132911
47.0,47,5685.846305
40.0,40,5687.029521
55.0,55,5688.684314
30.0,30,5689.627329
36.0,36,5690.776534
33.0,33,5691.900525
35.0,35,5692.991246
36.0,36,5694.159133
60.0,60,5695.940843
65.0,65,5697.956285
26.0,26,5698.893166
56.0,56,5700.54818
37.0,37,5701.734941
67.0,67,5703.729299
34.0,34,5704.843836
36.0,36,5706.274311
69.0,69,5708.720146
32.0,32,5709.80377
66.0,66,5711.508624
63.0,63,5713.308157
62.0,62,5714.906492
54.0,54,5716.591265
23.0,23,5717.400846
30.0,30,5718.405161
31.0,31,5719.524144
53.0,53,5721.034352
27.0,27,5722.053561
25.0,25,5723.032036
37.0,37,5724.183734
24.0,24,5725.015929
72.0,72,5727.171646
33.0,33,5728.210597
28.0,28,5729.133296
40.0,40,5730.326677
65.0,65,5733.075899
68.0,68,5734.851909
47.0,47,5736.173143
38.0,38,5737.25484
32.0,32,5738.203121
27.0,27,5739.113787
26.0,26,5740.018255
42.0,42,5741.359072
88.0,88,5744.600893
46.0,46,5746.474255
67.0,67,5748.716103
65.0,65,5751.183984
80.0,80,5753.935262
85.0,85,5758.851964
55.0,55,5760.755214
45.0,45,5762.330391
55.0,55,5764.213696
46.0,46,5765.889923
42.0,42,5767.484903
63.0,63,5769.689568
85.0,85,5873.22196
99.0,99,5876.222361
94.0,94,5879.007119
92.0,92,5881.884745
51.0,51,5884.322287
48.0,48,5886.131061
85.0,85,5889.400749
68.0,68,5891.921564
39.0,39,5893.604239
72.0,72,5896.078938
50.0,50,5898.140827
76.0,76,5901.098725
48.0,48,5902.860835
105.0,105,5906.945647
83.0,83,5909.380725
100.0,100,5912.310241
85.0,85,5914.881605
101.0,101,5917.783438
65.0,65,5920.065201
125.0,125,5923.986017
82.0,82,5926.916153
43.0,43,6036.31425
20.0,20,6037.070621
24.0,24,6039.047784
36.0,36,8504.166426
2.0,2,9557.690915
2412.0,2412,59530.729704
86.0,86,59533.08525
71.0,71,59535.005797
68.0,68,59537.034126
56.0,56,59538.74064
76.0,76,59540.840577
47.0,47,59542.203191
35.0,35,59543.351632
36.0,36,59544.49422
27.0,27,59545.432281
41.0,41,59546.786823
58.0,58,59548.489817
40.0,40,59549.897431
92.0,92,59552.964102
97.0,97,59555.492978
46.0,46,59556.971941
44.0,44,59558.292614
41.0,41,59559.634664
47.0,47,59561.009821
38.0,38,59562.17346
57.0,57,59563.874033
54.0,54,59565.444714
40.0,40,59566.659392
34.0,34,59567.757655
56.0,56,59569.437284
34.0,34,59570.632977
36.0,36,59571.994556
19.0,19,59572.772075
72.0,72,59574.824022
52.0,52,59576.775373
48.0,48,59578.146275
86.0,86,59580.451301
35.0,35,59581.46307
74.0,74,59583.618821
45.0,45,59585.045178
30.0,30,59586.055438
46.0,46,59587.567383
45.0,45,59588.933425
33.0,33,59590.126115
31.0,31,59591.270304
37.0,37,59592.637178
35.0,35,59593.858135
56.0,56,59595.61673
25.0,25,59596.598954
37.0,37,59597.823171
31.0,31,59598.844135
67.0,67,59602.360928
90.0,90,59604.701367
73.0,73,59606.780266
53.0,53,59608.293886
31.0,31,59609.270758
32.0,32,59610.465473
60.0,60,59612.288273
28.0,28,59613.412439
22.0,22,59614.350671
36.0,36,59615.619757
60.0,60,59617.478962
25.0,25,59618.382269
41.0,41,59619.690501
21.0,21,59620.481556
36.0,36,59621.610407
36.0,36,59622.82293
31.0,31,59623.975877
25.0,25,59624.93521
13.0,13,59625.552953
55.0,55,59628.479316
35.0,35,59629.73119
24.0,24,59630.669036
35.0,35,59631.770519
56.0,56,59633.386547
26.0,26,59634.300252
90.0,90,59636.847878
29.0,29,59637.764492
42.0,42,59639.114623
27.0,27,59640.010336
44.0,44,59641.47106
21.0,21,59642.239066
32.0,32,59643.409554
29.0,29,59644.404045
26.0,26,59645.498497
26.0,26,59646.422307
35.0,35,59647.596666
22.0,22,59648.526964
39.0,39,59649.774088
72.0,72,59652.579294
48.0,48,59654.004963
91.0,91,59656.490289
44.0,44,59657.91016
58.0,58,59659.556359
31.0,31,59660.586194
61.0,61,59662.551728
31.0,31,59663.576199
48.0,48,59665.017045
34.0,34,59666.146766
35.0,35,59667.284335
33.0,33,59668.356122
90.0,90,59670.877514
34.0,34,59672.100759
40.0,40,59673.342792
47.0,47,59676.648155
61.0,61,59678.298202
74.0,74,59680.253274
107.0,107,59683.160521
41.0,41,59684.49603
75.0,75,59686.649556
63.0,63,59688.623222
26.0,26,59689.62193
27.0,27,59690.553096
39.0,39,59691.747954
33.0,33,59692.819148
43.0,43,59694.153786
96.0,96,59696.900349
42.0,42,59698.300141
86.0,86,59702.580924
98.0,98,59705.126596
76.0,76,59707.184649
81.0,81,59709.45302
96.0,96,59712.002477
77.0,77,59714.107207
60.0,60,59715.852982
71.0,71,59717.828118
46.0,46,59719.219125
68.0,68,59721.126222
82.0,82,59723.527801
63.0,63,59725.413796
106.0,106,59729.280234
36.0,36,59730.324245
121.0,121,59733.387059
66.0,66,59735.134533
104.0,104,59737.719405
36.0,36,59738.852268
39.0,39,59740.012067
98.0,98,59742.778054
40.0,40,59744.013026
50.0,50,59745.463889
54.0,54,59747.086007
66.0,66,59748.942102
29.0,29,59749.927706
74.0,74,59752.04179
114.0,114,59756.503547
94.0,94,59759.192331
94.0,94,59761.947344
58.0,58,59763.845937
145.0,145,59767.829475
77.0,77,59770.384949
77.0,77,59773.194161
99.0,99,59776.440105
58.0,58,59778.660995
100.0,100,59781.909414
90.0,90,59787.519469
111.0,111,59790.689306
89.0,89,59793.409784
137.0,137,59797.275937
92.0,92,59800.118015
66.0,66,59802.567371
75.0,75,59804.869179
43.0,43,59806.340853
42.0,42,59807.690227
50.0,50,59809.313782
61.0,61,59811.197346
58.0,58,59812.892719
48.0,48,59814.370045
68.0,68,59818.012582
69.0,69,59819.97092
77.0,77,59822.07933
101.0,101,59824.777624
69.0,69,59826.72135
80.0,80,59829.083403
62.0,62,59830.989229
50.0,50,59832.626444
63.0,63,59834.456511
67.0,67,59836.439946
48.0,48,59837.991436
60.0,60,59839.829087
41.0,41,59841.151035
75.0,75,59844.19929
73.0,73,59846.221664
97.0,97,59848.817573
44.0,44,59850.051673
77.0,77,59852.067784
42.0,42,59853.523618
54.0,54,59855.200521
58.0,58,59856.962689
23.0,23,59857.897799
95.0,95,59860.726397
66.0,66,59862.650818
65.0,65,59864.562389
55.0,55,59866.323682
39.0,39,59867.554711
79.0,79,59870.087945
71.0,71,59872.006939
76.0,76,59874.093277
93.0,93,59876.541994
46.0,46,59877.958786
26.0,26,59878.895085
59.0,59,59880.760489
65.0,65,59882.697631
30.0,30,59883.756169
54.0,54,59885.533358
52.0,52,59887.179006
36.0,36,59888.327144
15.0,15,59888.998493
34.0,34,59890.088298
61.0,61,59891.910434
27.0,27,59892.851508
76.0,76,59896.316572
36.0,36,59897.433889
41.0,41,59898.69975
41.0,41,59899.952676
95.0,95,59902.522688
37.0,37,59903.719004
31.0,31,59904.755109
51.0,51,59906.306609
57.0,57,59908.092203
46.0,46,59909.625254
27.0,27,59910.753166
67.0,67,59912.699085
25.0,25,59913.644458
60.0,60,59915.438104
30.0,30,59916.430347
37.0,37,59917.587993
72.0,72,59920.74595
15.0,15,59921.399494
44.0,44,59922.652916
42.0,42,59923.892584
43.0,43,59925.233143
33.0,33,59926.345742
18.0,18,59927.08952
34.0,34,59928.16414
70.0,70,59930.234714
30.0,30,59931.40326
25.0,25,59932.421186
35.0,35,59933.563604
58.0,58,59935.243509
57.0,57,59937.027838
28.0,28,59938.009846
34.0,34,59939.196831
33.0,33,59940.371871
41.0,41,59943.10112
49.0,49,59944.485673
35.0,35,59945.530734
34.0,34,59946.581775
45.0,45,59948.030539
71.0,71,59950.211135
40.0,40,59951.561811
62.0,62,59953.3657
33.0,33,59954.495566
22.0,22,59955.288537
61.0,61,59957.23443
62.0,62,59959.246668
33.0,33,59960.290692
42.0,42,59961.576676
59.0,59,59963.376359
40.0,40,59965.158211
73.0,73,59967.128589
38.0,38,59968.238415
51.0,51,59969.771168
50.0,50,59971.186959
41.0,41,59972.505176
42.0,42,59973.91277
58.0,58,59975.65291
23.0,23,59976.479665
24.0,24,59977.336847
38.0,38,59978.58876
42.0,42,59979.855283
69.0,69,59981.846015
81.0,81,59984.189194
39.0,39,59985.412247
75.0,75,59988.827656
79.0,79,59990.881687
48.0,48,59992.205631
74.0,74,59994.225421
109.0,109,59997.103488
37.0,37,59998.456556
62.0,62,60000.335031
75.0,75,60002.487945
41.0,41,60003.718174
72.0,72,60005.780077
35.0,35,60006.923585
46.0,46,60008.342799
72.0,72,60010.412666
33.0,33,60011.4956
87.0,87,60014.832396
71.0,71,60016.811601
76.0,76,60018.841898
81.0,81,60021.003014
80.0,80,60023.115727
44.0,44,60024.432981
60.0,60,60026.263069
46.0,46,60027.649397
51.0,51,60029.232585
103.0,103,60032.186154
52.0,52,60033.785935
59.0,59,60035.521473
30.0,30,60036.521542
54.0,54,60039.758945
70.0,70,60041.697444
85.0,85,60043.910873
62.0,62,60045.702479
71.0,71,60047.647072
76.0,76,60049.850962
53.0,53,60051.428852
48.0,48,60052.885974
28.0,28,60053.946776
36.0,36,60055.10335
63.0,63,60056.876914
59.0,59,60058.571988
38.0,38,60059.920891
58.0,58,60061.577097
68.0,68,60064.609661
59.0,59,60066.322467
61.0,61,60067.961224
68.0,68,60069.737121
66.0,66,60071.579123
77.0,77,60073.628192
50.0,50,60075.140792
86.0,86,60077.49517
64.0,64,60079.465123
32.0,32,60080.512632
71.0,71,60082.505379
71.0,71,60084.494246
59.0,59,60087.48765
70.0,70,60089.312057
71.0,71,60091.278204
66.0,66,60093.143799
67.0,67,60095.035791
61.0,61,60096.759713
51.0,51,60098.272989
57.0,57,60099.887469
67.0,67,60101.772016
128.0,128,60105.506142
66.0,66,60107.951955
65.0,65,60110.156467
83.0,83,60113.312754
80.0,80,60115.754712
89.0,89,60118.360076
81.0,81,60120.811745
82.0,82,60123.361597
42.0,42,60125.195961
81.0,81,60128.162372
90.0,90,60131.170819
66.0,66,60133.286331
30.0,30,60134.716867
67.0,67,60137.104577
86.0,86,60139.994103
77.0,77,60143.913832
56.0,56,60145.674833
88.0,88,60148.302073
86.0,86,60150.91001
96.0,96,60153.670923
83.0,83,60156.323647
55.0,55,60158.457594
38.0,38,60159.904937
76.0,76,60162.493164
89.0,89,60165.484154
46.0,46,60167.193799
57.0,57,60169.338152
47.0,47,60171.07007
89936.0,89936,98907.339934
47.0,47,98908.842318
38.0,38,98910.108746
63.0,63,98911.940368
36.0,36,98913.55424
41.0,41,98914.973711
34.0,34,98915.996792
27.0,27,98917.079159
31.0,31,98918.108693
26.0,26,98919.075946
29.0,29,98920.160068
22.0,22,98921.056239
33.0,33,98922.160127
56.0,56,98923.775593
67.0,67,98925.654137
24.0,24,98926.563962
23.0,23,98927.389192
51.0,51,98928.969332
31.0,31,98929.996499
38.0,38,98931.573272
45.0,45,98932.930139
75.0,75,98935.131916
47.0,47,98936.516519
39.0,39,98937.804076
47.0,47,98939.293401
35.0,35,98940.452243
50.0,50,98941.994731
30.0,30,98942.981669
24.0,24,98943.902565
62.0,62,98945.814924
27.0,27,98946.780317
44.0,44,98948.226948
57.0,57,98950.066344
45.0,45,98951.509228
58.0,58,98953.348543
50.0,50,98955.611783
36.0,36,98956.775923
70.0,70,98958.82771
43.0,43,98960.142653
34.0,34,98961.238272
54.0,54,98962.948518
42.0,42,98964.413399
34.0,34,98965.519336
92.0,92,98968.178715
31.0,31,98969.226031
28.0,28,98970.200749
33.0,33,98971.248478
63.0,63,98973.227754
39.0,39,98974.429654
33.0,33,98975.466512
32.0,32,98976.491787
51.0,51,98978.910317
40.0,40,98980.199555
31.0,31,98981.157215
38.0,38,98982.265719
49.0,49,98983.648521
41.0,41,98984.941031
35.0,35,98986.090092
50.0,50,98987.582726
51.0,51,98989.092283
47.0,47,98990.494836
35.0,35,98991.627653
31.0,31,98992.783655
66.0,66,98994.831141
26.0,26,98995.735233
44.0,44,98997.094491
39.0,39,98998.2915
22.0,22,98999.091922
37.0,37,99000.721539
48.0,48,99002.080507
40.0,40,99003.372057
78.0,78,99005.400131
64.0,64,99007.150667
32.0,32,99008.167841
27.0,27,99009.077726
44.0,44,99010.568051
23.0,23,99011.369971
45.0,45,99012.714893
30.0,30,99013.772345
31.0,31,99014.794046
30.0,30,99015.793545
39.0,39,99017.020491
24.0,24,99017.883078
41.0,41,99019.190497
37.0,37,99020.354526
78.0,78,99022.537091
89.0,89,99025.465499
36.0,36,99026.560537
41.0,41,99027.755889
45.0,45,99029.02406
38.0,38,99030.152953
38.0,38,99031.343228
56.0,56,99033.0064
62.0,62,99034.811785
29.0,29,99035.755286
36.0,36,99036.901413
37.0,37,99038.163365
58.0,58,99039.851477
33.0,33,99040.940296
64.0,64,99042.799538
41.0,41,99044.11087
38.0,38,99045.284357
74.0,74,99047.611732
104.0,104,99050.297827
86.0,86,99052.568226
83.0,83,99054.738105
67.0,67,99056.56702
51.0,51,99058.096495
26.0,26,99059.046065
32.0,32,99060.132105
35.0,35,99061.434302
32.0,32,99062.571278
49.0,49,99064.206417
23.0,23,99065.029534
42.0,42,99066.329743
20.0,20,99067.076811
38.0,38,99068.263166
43.0,43,99069.566686
70.0,70,99071.595061
29.0,29,99072.521309
88.0,88,99075.421666
96.0,96,99077.961864
89.0,89,99080.276833
125.0,125,99083.425644
132.0,132,99086.78711
60.0,60,99088.51191
31.0,31,99089.551158
64.0,64,99091.359903
81.0,81,99093.69604
84.0,84,99096.601134
48.0,48,99098.43496
82.0,82,99101.191537
156.0,156,99107.35458
149.0,149,99111.795932
123.0,123,99115.275687
109.0,109,99118.492526
132.0,132,99122.33217
53.0,53,99124.256266
93.0,93,99127.54669
90.0,90,99130.60713
106.0,106,99133.971832
114.0,114,99137.530966
128.0,128,99142.791276
110.0,110,99145.95817
169.0,169,99150.500884
105.0,105,99153.453784
154.0,154,99157.701885
82.0,82,99160.314835
74.0,74,99163.103228
126.0,126,99167.130124
106.0,106,99170.6239
94.0,94,99173.771207
93.0,93,99177.838133
113.0,113,99181.115231
109.0,109,99184.302216
110.0,110,99187.494994
97.0,97,99190.438508
104.0,104,99193.789595
43.0,43,99195.525219
39.0,39,99196.984732
82.0,82,99199.822004
25.0,25,99200.958524
83.0,83,99203.795052
39.0,39,99205.473041
38.0,38,99206.924231
113.0,113,99211.884416
92.0,92,99214.747052
108.0,108,99218.220158
83.0,83,99220.763143
105.0,105,99223.874636
96.0,96,99226.956218
107.0,107,99230.387668
119.0,119,99234.203763
78.0,78,99236.894343
86.0,86,99239.812729
152439.0,152439,137860.173404
59.0,59,137861.994637
50.0,50,137863.48573
65.0,65,137865.26052
41.0,41,137866.5199
34.0,34,137867.690794
61.0,61,137869.393163
14.0,14,137870.086232
26.0,26,137871.043173
50.0,50,137872.665775
50.0,50,137874.242387
23.0,23,137875.162638
77.0,77,137877.50994
31.0,31,137878.555228
33.0,33,137879.789629
23.0,23,137880.719274
37.0,37,137881.933727
29.0,29,137882.92145
37.0,37,137884.778761
80.0,80,137887.150307
85.0,85,137889.6331
36.0,36,137890.872849
77.0,77,137893.113701
32.0,32,137894.179658
24.0,24,137895.056901
86.0,86,137897.769054
25.0,25,137898.726349
62.0,62,137900.797603
47.0,47,137902.325928
39.0,39,137903.543036
57.0,57,137905.363002
33.0,33,137906.530282
51.0,51,137908.105447
96.0,96,137912.344284
66.0,66,137914.250184
75.0,75,137916.404714
83.0,83,137918.917839
74.0,74,137921.062325
65.0,65,137923.14665
38.0,38,137924.431877
64.0,64,137926.646328
86.0,86,137929.505968
25.0,25,137930.422797
23.0,23,137931.307404
63.0,63,137933.315158
23.0,23,137934.198941
27.0,27,137935.251227
26.0,26,137936.17745
38.0,38,137937.430639
73.0,73,137940.569598
37.0,37,137941.765962
40.0,40,137942.936378
39.0,39,137944.155833
41.0,41,137945.411356
49.0,49,137946.937377
25.0,25,137947.813949
28.0,28,137948.847106
54.0,54,137950.418462
58.0,58,137952.283495
31.0,31,137953.399558
29.0,29,137954.514672
57.0,57,137956.280712
85.0,85,137958.847105
82.0,82,137961.422822
89.0,89,137964.263232
47.0,47,137965.727234
91.0,91,137968.294713
77.0,77,137970.407198
68.0,68,137972.360002
73.0,73,137974.584739
84.0,84,137977.143433
27.0,27,137978.060889
70.0,70,137980.088315
76.0,76,137982.338027
67.0,67,137984.288843
26.0,26,137985.224465
58.0,58,137986.998089
113.0,113,137990.89685
80.0,80,137993.137085
101.0,101,137996.227352
203.0,203,138001.82749
93.0,93,138004.623947
45.0,45,138006.026021
32.0,32,138007.075471
108.0,108,138010.381167
86.0,86,138012.893917
25.0,25,138013.816171
32.0,32,138014.903492
28.0,28,138015.90454
82.0,82,138018.432714
21.0,21,138019.223137
36.0,36,138020.36943
39.0,39,138021.866355
48.0,48,138023.198309
104.0,104,138026.164758
50.0,50,138027.581114
159.0,159,138032.095106
75.0,75,138034.378168
98.0,98,138037.417977
43.0,43,138038.837499
27.0,27,138039.822807
23.0,23,138040.685615
60.0,60,138042.544566
30.0,30,138043.561559
45.0,45,138045.0338
37.0,37,138046.292151
35.0,35,138047.441151
41.0,41,138049.538344
52.0,52,138051.016497
40.0,40,138052.178131
41.0,41,138053.360167
52.0,52,138054.780964
100.0,100,138057.760746
75.0,75,138059.804322
39.0,39,138061.111261
30.0,30,138062.125803
53.0,53,138063.751779
65.0,65,138065.711464
31.0,31,138066.762423
90.0,90,138072.213557
74.0,74,138074.262399
59.0,59,138075.96224
87.0,87,138078.352253
88.0,88,138080.770487
29.0,29,138081.821127
48.0,48,138083.366145
29.0,29,138084.420683
62.0,62,138086.295822
64.0,64,138088.220786
77.0,77,138090.574941
47.0,47,138092.033573
25.0,25,138092.913238
56.0,56,138094.588299
53.0,53,138096.204299
94.0,94,138099.108576
97.0,97,138101.674733
92.0,92,138104.379049
48.0,48,138105.798995
42.0,42,138107.15206
38.0,38,138108.426539
40.0,40,138109.763378
60.0,60,138111.596263
43.0,43,138112.961119
54.0,54,138114.637858
25.0,25,138115.529783
71.0,71,138117.888449
40.0,40,138119.129881
41.0,41,138120.476156
32.0,32,138121.488102
52.0,52,138123.129994
55.0,55,138125.179849
48.0,48,138126.650846
31.0,31,138127.702942
57.0,57,138129.34964
44.0,44,138130.671657
37.0,37,138131.879698
28.0,28,138132.836413
77.0,77,138135.039153
54.0,54,138136.91162
44.0,44,138138.346696
48.0,48,138139.794623
75.0,75,138142.091026
81.0,81,138144.573882
83.0,83,138148.519123
56.0,56,138150.187125
103.0,103,138153.009817
62.0,62,138154.797282
57.0,57,138156.487109
27.0,27,138157.435082
81.0,81,138159.889282
47.0,47,138161.419095
29.0,29,138162.402455
35.0,35,138163.569668
32.0,32,138164.678359
64.0,64,138166.656877
68.0,68,138168.809672
39.0,39,138170.094808
55.0,55,138171.808389
147.0,147,138176.827065
58.0,58,138178.520898
118.0,118,138181.972332
90.0,90,138184.539307
104.0,104,138187.46683
32.0,32,138188.501238
131.0,131,138192.40744
54.0,54,138194.100932
53.0,53,138195.788968
81.0,81,138198.342542
88.0,88,138200.943451
109.0,109,138205.969514
97.0,97,138208.76857
55.0,55,138210.353519
177.0,177,138215.370635
112.0,112,138218.516162
110.0,110,138221.747443
85.0,85,138224.165019
45.0,45,138225.607081
30.0,30,138226.624976
31.0,31,138227.668175
73.0,73,138229.911859
71.0,71,138232.113249
50.0,50,138233.654029
114.0,114,138237.474674
136.0,136,138241.343374
61.0,61,138243.060104
79.0,79,138245.241472
53.0,53,138246.773523
39.0,39,138248.078877
33.0,33,138249.169001
17.0,17,138249.860186
62.0,62,138251.836772
60.0,60,138253.669513
88.0,88,138256.370295
34.0,34,138257.53164
53.0,53,138259.050839
78.0,78,138261.381305
91.0,91,138265.028979
92.0,92,138267.567502
142.0,142,138271.543839
109.0,109,138274.614604
81.0,81,138276.859758
111.0,111,138280.279108
51.0,51,138281.845115
48.0,48,138283.347889
27.0,27,138284.286581
149.0,149,138288.722484
26.0,26,138289.737666
44.0,44,138291.109211
95.0,95,138295.181534
105.0,105,138298.19935
64.0,64,138299.974885
119.0,119,138303.514221
126.0,126,138307.189561
70.0,70,138309.19876
89.0,89,138311.925634
31.0,31,138312.983437
104.0,104,138316.101605
46.0,46,138317.505455
52.0,52,138319.332816
37.0,37,138320.610204
65.0,65,138322.693572
88.0,88,138325.743882
101.0,101,138328.62028
126.0,126,138332.236789
30.0,30,138333.244141
65.0,65,138335.190034
82.0,82,138337.786362
39.0,39,138339.157094
57.0,57,138340.929429
55.0,55,138342.708529
60.0,60,138344.663027
38.0,38,138346.006226
100.0,100,138349.202664
80.0,80,138353.867145
78.0,78,138356.031733
102.0,102,138358.786504
75.0,75,138360.881696
68.0,68,138362.888386
73.0,73,138365.275217
78.0,78,138367.754554
96.0,96,138370.567418
58.0,58,138372.382862
67.0,67,138374.45364
43.0,43,138375.833115
59.0,59,138377.574039
90.0,90,138381.062077
247.0,247,138388.049838
100.0,100,138390.733068
90.0,90,138393.42538
99.0,99,138396.308933
50.0,50,138397.886213
75.0,75,138400.151023
68.0,68,138402.31897
87.0,87,138404.949521
142.0,142,138409.237779
93.0,93,138414.284695
99.0,99,138417.066732
76.0,76,138419.278449
65.0,65,138421.290283
74.0,74,138423.483668
31.0,31,138424.593031
60.0,60,138426.425078
55.0,55,138428.129362
66.0,66,138430.17881
67.0,67,138432.176613
60.0,60,138434.03678
84.0,84,138436.625497
35.0,35,138437.792784
26.0,26,138438.706926
88.0,88,138441.969122
110.0,110,138444.97711
90.0,90,138447.600788
97.0,97,138450.410287
70.0,70,138452.362838
85.0,85,138454.978485
107.0,107,138458.163873
219.0,219,138542.787241
115.0,115,138546.119505
103.0,103,138549.17444
153.0,153,138553.584055
94.0,94,138556.357782
78.0,78,138558.861028
25.0,25,138559.833111
77.0,77,138562.285844
63.0,63,138564.434676
159.0,159,138569.40915
75.0,75,138571.842003
148.0,148,138577.102085
137.0,137,138581.143816
161769.0,161769,185570.479189
84.0,84,185572.956806
76.0,76,185575.187363
74.0,74,185577.301686
31.0,31,185578.779122
78.0,78,185581.343284
57.0,57,185583.192539
33.0,33,185584.396508
59.0,59,185586.029087
52.0,52,185587.681812
37.0,37,185589.095957
68.0,68,185591.173073
52.0,52,185593.367794
44.0,44,185594.71387
83.0,83,185597.053484
73.0,73,185599.261815
76.0,76,185601.572773
69.0,69,185603.763549
27.0,27,185604.812601
127.0,127,185608.568505
110.0,110,185611.770656
78.0,78,185614.262169
38.0,38,185615.604541
42.0,42,185616.96862
42.0,42,185618.686132
58.0,58,185620.376296
23.0,23,185621.351404
32.0,32,185622.44679
33.0,33,185623.605926
41.0,41,185624.954156
16.0,16,185625.623286
26.0,26,185626.577966
27.0,27,185627.52617
37.0,37,185628.647768
43.0,43,185630.072157
65.0,65,185632.051077
25.0,25,185632.968423
28.0,28,185633.984051
33.0,33,185635.138213
47.0,47,185636.65373
29.0,29,185637.629451
49.0,49,185639.032924
37.0,37,185641.195312
41.0,41,185642.350193
36.0,36,185643.479225
38.0,38,185644.642397
35.0,35,185645.927842
28.0,28,185646.84319
33.0,33,185647.870065
36.0,36,185649.104881
39.0,39,185650.370504
28.0,28,185651.512308
30.0,30,185652.597199
42.0,42,185653.933351
32.0,32,185655.004656
24.0,24,185655.882453
24.0,24,185656.754878
65.0,65,185658.758739
31.0,31,185659.7834
26.0,26,185660.669902
23.0,23,185661.522745
25.0,25,185662.505014
37.0,37,185664.224736
33.0,33,185665.249223
45.0,45,185666.599481
75.0,75,185668.711582
37.0,37,185669.821919
57.0,57,185671.502926
42.0,42,185672.832686
27.0,27,185673.777785
42.0,42,185675.083731
39.0,39,185676.357425
24.0,24,185677.232983
26.0,26,185678.09692
25.0,25,185679.020376
44.0,44,185680.382462
22.0,22,185681.329148
18.0,18,185682.149807
35.0,35,185683.266203
36.0,36,185684.414029
23.0,23,185685.24712
34.0,34,185687.665583
41.0,41,185688.966927
39.0,39,185690.171334
41.0,41,185691.418486
55.0,55,185693.0429
40.0,40,185694.330616
29.0,29,185695.365779
39.0,39,185696.758918
34.0,34,185697.852584
32.0,32,185698.964853
27.0,27,185699.938596
32.0,32,185701.016319
42.0,42,185702.377293
27.0,27,185703.348003
36.0,36,185704.492235
42.0,42,185705.842984
58.0,58,185707.63677
31.0,31,185708.705542
25.0,25,185709.543879
74.0,74,185711.902362
61.0,61,185713.666709
37.0,37,185714.8878
43.0,43,185716.119433
41.0,41,185717.337272
30.0,30,185718.420405
43.0,43,185719.701165
25.0,25,185720.634704
15.0,15,185721.28587
25.0,25,185722.133942
26.0,26,185723.173078
36.0,36,185724.32029
26.0,26,185725.293765
23.0,23,185726.140063
37.0,37,185727.366454
32.0,32,185728.503774
68.0,68,185730.678381
56.0,56,185732.363246
37.0,37,185733.616917
36.0,36,185735.518232
51.0,51,185737.028175
86.0,86,185739.479594
47.0,47,185740.884531
39.0,39,185742.149865
36.0,36,185743.355558
41.0,41,185744.714033
50.0,50,185746.3447
54.0,54,185748.096698
26.0,26,185749.122436
34.0,34,185750.311103
86.0,86,185752.9238
45.0,45,185754.393479
42.0,42,185755.810541
36.0,36,185756.988094
27.0,27,185757.947686
52.0,52,185760.405889
48.0,48,185761.881553
59.0,59,185763.556641
54.0,54,185765.103379
34.0,34,185766.227401
74.0,74,185768.424651
46.0,46,185769.940805
34.0,34,185771.095573
37.0,37,185772.288967
39.0,39,185773.63176
53.0,53,185775.245629
61.0,61,185777.018648
70.0,70,185779.166622
71.0,71,185781.205552
60.0,60,185783.544624
88.0,88,185786.149553
45.0,45,185787.537312
40.0,40,185788.830678
84.0,84,185790.973636
66.0,66,185792.690151
35.0,35,185793.767281
52.0,52,185795.311247
45.0,45,185796.778634
52.0,52,185798.338683
85.0,85,185800.644956
73.0,73,185802.521655
43.0,43,185803.741629
86.0,86,185807.304966
66.0,66,185809.046158
50.0,50,185810.59249
59.0,59,185812.244857
119.0,119,185815.453338
60.0,60,185817.096439
54.0,54,185818.595134
75.0,75,185820.48365
122.0,122,185823.625558
55.0,55,185825.192545
49.0,49,185826.552518
96.0,96,185831.25304
92.0,92,185833.636459
53.0,53,185835.098499
140.0,140,185838.518943
86.0,86,185840.768272
101.0,101,185843.427712
89.0,89,185845.735209
110.0,110,185848.534235
87.0,87,185850.790159
28.0,28,185851.726584
58.0,58,185853.201813
96.0,96,185856.416643
102.0,102,185858.895885
86.0,86,185861.04492
101.0,101,185863.491752
97.0,97,185865.966306
50.0,50,185867.303836
71.0,71,185869.193627
61.0,61,185870.743902
107.0,107,185873.357151
43.0,43,185874.58707
89.0,89,185877.074599
75.0,75,185879.071751
132.0,132,185882.658141
43.0,43,185883.839942
58.0,58,185885.37106
148.0,148,185889.325157
78.0,78,185891.366723
57.0,57,185892.941056
38.0,38,185894.081054
121.0,121,185897.244297
85.0,85,185899.547029
47.0,47,185900.809982
105.0,105,185903.584696
123.0,123,185908.159841
96.0,96,185910.566223
68.0,68,185912.373201
124.0,124,185915.500015
48.0,48,185916.954289
58.0,58,185918.568666
104.0,104,185921.24674
88.0,88,185923.478611
72.0,72,185925.383247
100.0,100,185928.062884
96.0,96,185932.658337
131.0,131,185936.423563
73.0,73,185938.285666
120.0,120,185941.285372
57.0,57,185942.850407
85.0,85,185945.158157
100.0,100,185947.660662
87.0,87,185949.872888
69.0,69,185951.668321
94.0,94,185954.166204
42.0,42,185955.433458
63.0,63,185958.011616
129.0,129,185961.10323
63.0,63,185962.708569
